1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: EB00000051023021
Is Mission Active?  true
Mission Start:  Fri Apr 16 13:01:00 PDT 2021
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1969
Total Samples:  16435
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
2021-06-24, 2:01:00 p.m.,C,27.5
2021-06-24, 3:01:00 p.m.,C,11
2021-06-24, 4:01:00 p.m.,C,11
2021-06-24, 5:01:00 p.m.,C,11
2021-06-24, 6:01:00 p.m.,C,11
2021-06-24, 7:01:00 p.m.,C,11
2021-06-24, 8:01:00 p.m.,C,11
2021-06-24, 9:01:00 p.m.,C,11
2021-06-24, 10:01:00 p.m.,C,11
2021-06-24, 11:01:00 p.m.,C,10.5
2021-06-25, 12:01:00 a.m.,C,11
2021-06-25, 1:01:00 a.m.,C,10.5
2021-06-25, 2:01:00 a.m.,C,10.5
2021-06-25, 3:01:00 a.m.,C,10.5
2021-06-25, 4:01:00 a.m.,C,10.5
2021-06-25, 5:01:00 a.m.,C,10.5
2021-06-25, 6:01:00 a.m.,C,10.5
2021-06-25, 7:01:00 a.m.,C,11
2021-06-25, 8:01:00 a.m.,C,12
2021-06-25, 9:01:00 a.m.,C,13.5
2021-06-25, 10:01:00 a.m.,C,19
2021-06-25, 11:01:00 a.m.,C,23
2021-06-25, 12:01:00 p.m.,C,26.5
2021-06-25, 1:01:00 p.m.,C,28.5
2021-06-25, 2:01:00 p.m.,C,30.5
2021-06-25, 3:01:00 p.m.,C,30.5
2021-06-25, 4:01:00 p.m.,C,11.5
2021-06-25, 5:01:00 p.m.,C,11.5
2021-06-25, 6:01:00 p.m.,C,11
2021-06-25, 7:01:00 p.m.,C,11
2021-06-25, 8:01:00 p.m.,C,11
2021-06-25, 9:01:00 p.m.,C,11
2021-06-25, 10:01:00 p.m.,C,11
2021-06-25, 11:01:00 p.m.,C,11
2021-06-26, 12:01:00 a.m.,C,11
2021-06-26, 1:01:00 a.m.,C,11
2021-06-26, 2:01:00 a.m.,C,10.5
2021-06-26, 3:01:00 a.m.,C,11
2021-06-26, 4:01:00 a.m.,C,11
2021-06-26, 5:01:00 a.m.,C,11
2021-06-26, 6:01:00 a.m.,C,11.5
2021-06-26, 7:01:00 a.m.,C,11.5
2021-06-26, 8:01:00 a.m.,C,13
2021-06-26, 9:01:00 a.m.,C,14.5
2021-06-26, 10:01:00 a.m.,C,19
2021-06-26, 11:01:00 a.m.,C,23.5
2021-06-26, 12:01:00 p.m.,C,29
2021-06-26, 1:01:00 p.m.,C,29.5
2021-06-26, 2:01:00 p.m.,C,30.5
2021-06-26, 3:01:00 p.m.,C,32
2021-06-26, 4:01:00 p.m.,C,13
2021-06-26, 5:01:00 p.m.,C,12
2021-06-26, 6:01:00 p.m.,C,11.5
2021-06-26, 7:01:00 p.m.,C,11.5
2021-06-26, 8:01:00 p.m.,C,11.5
2021-06-26, 9:01:00 p.m.,C,11
2021-06-26, 10:01:00 p.m.,C,11.5
2021-06-26, 11:01:00 p.m.,C,11.5
2021-06-27, 12:01:00 a.m.,C,11
2021-06-27, 1:01:00 a.m.,C,11
2021-06-27, 2:01:00 a.m.,C,11
2021-06-27, 3:01:00 a.m.,C,10.5
2021-06-27, 4:01:00 a.m.,C,11
2021-06-27, 5:01:00 a.m.,C,11
2021-06-27, 6:01:00 a.m.,C,11
2021-06-27, 7:01:00 a.m.,C,11
2021-06-27, 8:01:00 a.m.,C,12
2021-06-27, 9:01:00 a.m.,C,14
2021-06-27, 10:01:00 a.m.,C,20.5
2021-06-27, 11:01:00 a.m.,C,27
2021-06-27, 12:01:00 p.m.,C,32
2021-06-27, 1:01:00 p.m.,C,35.5
2021-06-27, 2:01:00 p.m.,C,38
2021-06-27, 3:01:00 p.m.,C,39
2021-06-27, 4:01:00 p.m.,C,39.5
2021-06-27, 5:01:00 p.m.,C,12.5
2021-06-27, 6:01:00 p.m.,C,11.5
2021-06-27, 7:01:00 p.m.,C,11.5
2021-06-27, 8:01:00 p.m.,C,11.5
2021-06-27, 9:01:00 p.m.,C,11
2021-06-27, 10:01:00 p.m.,C,11.5
2021-06-27, 11:01:00 p.m.,C,11.5
2021-06-28, 12:01:00 a.m.,C,11.5
2021-06-28, 1:01:00 a.m.,C,11
2021-06-28, 2:01:00 a.m.,C,11
2021-06-28, 3:01:00 a.m.,C,10.5
2021-06-28, 4:01:00 a.m.,C,10.5
2021-06-28, 5:01:00 a.m.,C,10.5
2021-06-28, 6:01:00 a.m.,C,10.5
2021-06-28, 7:01:00 a.m.,C,11
2021-06-28, 8:01:00 a.m.,C,11.5
2021-06-28, 9:01:00 a.m.,C,15.5
2021-06-28, 10:01:00 a.m.,C,21.5
2021-06-28, 11:01:00 a.m.,C,24
2021-06-28, 12:01:00 p.m.,C,27
2021-06-28, 1:01:00 p.m.,C,34
2021-06-28, 2:01:00 p.m.,C,37
2021-06-28, 3:01:00 p.m.,C,39
2021-06-28, 4:01:00 p.m.,C,35
2021-06-28, 5:01:00 p.m.,C,15.5
2021-06-28, 6:01:00 p.m.,C,11.5
2021-06-28, 7:01:00 p.m.,C,11.5
2021-06-28, 8:01:00 p.m.,C,11.5
2021-06-28, 9:01:00 p.m.,C,11.5
2021-06-28, 10:01:00 p.m.,C,11.5
2021-06-28, 11:01:00 p.m.,C,11.5
2021-06-29, 12:01:00 a.m.,C,11.5
2021-06-29, 1:01:00 a.m.,C,11.5
2021-06-29, 2:01:00 a.m.,C,11
2021-06-29, 3:01:00 a.m.,C,11
2021-06-29, 4:01:00 a.m.,C,11
2021-06-29, 5:01:00 a.m.,C,11
2021-06-29, 6:01:00 a.m.,C,11
2021-06-29, 7:01:00 a.m.,C,11
2021-06-29, 8:01:00 a.m.,C,11
2021-06-29, 9:01:00 a.m.,C,11
2021-06-29, 10:01:00 a.m.,C,12
2021-06-29, 11:01:00 a.m.,C,19.5
2021-06-29, 12:01:00 p.m.,C,24
2021-06-29, 1:01:00 p.m.,C,26
2021-06-29, 2:01:00 p.m.,C,28.5
2021-06-29, 3:01:00 p.m.,C,27.5
2021-06-29, 4:01:00 p.m.,C,25
2021-06-29, 5:01:00 p.m.,C,12
2021-06-29, 6:01:00 p.m.,C,11.5
2021-06-29, 7:01:00 p.m.,C,11.5
2021-06-29, 8:01:00 p.m.,C,11.5
2021-06-29, 9:01:00 p.m.,C,11.5
2021-06-29, 10:01:00 p.m.,C,11.5
2021-06-29, 11:01:00 p.m.,C,11.5
2021-06-30, 12:01:00 a.m.,C,11.5
2021-06-30, 1:01:00 a.m.,C,11.5
2021-06-30, 2:01:00 a.m.,C,11.5
2021-06-30, 3:01:00 a.m.,C,11.5
2021-06-30, 4:01:00 a.m.,C,11.5
2021-06-30, 5:01:00 a.m.,C,11.5
2021-06-30, 6:01:00 a.m.,C,11.5
2021-06-30, 7:01:00 a.m.,C,11.5
2021-06-30, 8:01:00 a.m.,C,11.5
2021-06-30, 9:01:00 a.m.,C,11
2021-06-30, 10:01:00 a.m.,C,11
2021-06-30, 11:01:00 a.m.,C,13
2021-06-30, 12:01:00 p.m.,C,19
2021-06-30, 1:01:00 p.m.,C,21
2021-06-30, 2:01:00 p.m.,C,22.5
2021-06-30, 3:01:00 p.m.,C,22
2021-06-30, 4:01:00 p.m.,C,22.5
2021-06-30, 5:01:00 p.m.,C,13.5
2021-06-30, 6:01:00 p.m.,C,12
2021-06-30, 7:01:00 p.m.,C,11.5
2021-06-30, 8:01:00 p.m.,C,11.5
2021-06-30, 9:01:00 p.m.,C,11.5
2021-06-30, 10:01:00 p.m.,C,11.5
2021-06-30, 11:01:00 p.m.,C,11
2021-07-01, 12:01:00 a.m.,C,11
2021-07-01, 1:01:00 a.m.,C,11.5
2021-07-01, 2:01:00 a.m.,C,11.5
2021-07-01, 3:01:00 a.m.,C,11.5
2021-07-01, 4:01:00 a.m.,C,11.5
2021-07-01, 5:01:00 a.m.,C,11.5
2021-07-01, 6:01:00 a.m.,C,11.5
2021-07-01, 7:01:00 a.m.,C,11.5
2021-07-01, 8:01:00 a.m.,C,11.5
2021-07-01, 9:01:00 a.m.,C,11
2021-07-01, 10:01:00 a.m.,C,11
2021-07-01, 11:01:00 a.m.,C,11.5
2021-07-01, 12:01:00 p.m.,C,14.5
2021-07-01, 1:01:00 p.m.,C,19
2021-07-01, 2:01:00 p.m.,C,21.5
2021-07-01, 3:01:00 p.m.,C,22.5
2021-07-01, 4:01:00 p.m.,C,23.5
2021-07-01, 5:01:00 p.m.,C,13.5
2021-07-01, 6:01:00 p.m.,C,12
2021-07-01, 7:01:00 p.m.,C,12
2021-07-01, 8:01:00 p.m.,C,12
2021-07-01, 9:01:00 p.m.,C,11.5
2021-07-01, 10:01:00 p.m.,C,11.5
2021-07-01, 11:01:00 p.m.,C,11.5
2021-07-02, 12:01:00 a.m.,C,11.5
2021-07-02, 1:01:00 a.m.,C,11.5
2021-07-02, 2:01:00 a.m.,C,11.5
2021-07-02, 3:01:00 a.m.,C,11.5
2021-07-02, 4:01:00 a.m.,C,11.5
2021-07-02, 5:01:00 a.m.,C,11.5
2021-07-02, 6:01:00 a.m.,C,11.5
2021-07-02, 7:01:00 a.m.,C,12
2021-07-02, 8:01:00 a.m.,C,12.5
2021-07-02, 9:01:00 a.m.,C,11.5
2021-07-02, 10:01:00 a.m.,C,11.5
2021-07-02, 11:01:00 a.m.,C,11.5
2021-07-02, 12:01:00 p.m.,C,12.5
2021-07-02, 1:01:00 p.m.,C,17
2021-07-02, 2:01:00 p.m.,C,21
2021-07-02, 3:01:00 p.m.,C,20
2021-07-02, 4:01:00 p.m.,C,17.5
2021-07-02, 5:01:00 p.m.,C,13
2021-07-02, 6:01:00 p.m.,C,12.5
2021-07-02, 7:01:00 p.m.,C,13
2021-07-02, 8:01:00 p.m.,C,13
2021-07-02, 9:01:00 p.m.,C,12.5
2021-07-02, 10:01:00 p.m.,C,11.5
2021-07-02, 11:01:00 p.m.,C,11
2021-07-03, 12:01:00 a.m.,C,11
2021-07-03, 1:01:00 a.m.,C,11.5
2021-07-03, 2:01:00 a.m.,C,11
2021-07-03, 3:01:00 a.m.,C,11
2021-07-03, 4:01:00 a.m.,C,11.5
2021-07-03, 5:01:00 a.m.,C,11
2021-07-03, 6:01:00 a.m.,C,11.5
2021-07-03, 7:01:00 a.m.,C,11.5
2021-07-03, 8:01:00 a.m.,C,12
2021-07-03, 9:01:00 a.m.,C,13
2021-07-03, 10:01:00 a.m.,C,17.5
2021-07-03, 11:01:00 a.m.,C,13
2021-07-03, 12:01:00 p.m.,C,12.5
2021-07-03, 1:01:00 p.m.,C,12.5
2021-07-03, 2:01:00 p.m.,C,12.5
2021-07-03, 3:01:00 p.m.,C,12
2021-07-03, 4:01:00 p.m.,C,12
2021-07-03, 5:01:00 p.m.,C,12.5
2021-07-03, 6:01:00 p.m.,C,12
2021-07-03, 7:01:00 p.m.,C,12.5
2021-07-03, 8:01:00 p.m.,C,12.5
2021-07-03, 9:01:00 p.m.,C,12.5
2021-07-03, 10:01:00 p.m.,C,12.5
2021-07-03, 11:01:00 p.m.,C,12
2021-07-04, 12:01:00 a.m.,C,12
2021-07-04, 1:01:00 a.m.,C,12
2021-07-04, 2:01:00 a.m.,C,12
2021-07-04, 3:01:00 a.m.,C,12
2021-07-04, 4:01:00 a.m.,C,11.5
2021-07-04, 5:01:00 a.m.,C,11.5
2021-07-04, 6:01:00 a.m.,C,11.5
2021-07-04, 7:01:00 a.m.,C,11.5
2021-07-04, 8:01:00 a.m.,C,12
2021-07-04, 9:01:00 a.m.,C,13.5
2021-07-04, 10:01:00 a.m.,C,17.5
2021-07-04, 11:01:00 a.m.,C,20.5
2021-07-04, 12:01:00 p.m.,C,12.5
2021-07-04, 1:01:00 p.m.,C,12
2021-07-04, 2:01:00 p.m.,C,12
2021-07-04, 3:01:00 p.m.,C,12
2021-07-04, 4:01:00 p.m.,C,12
2021-07-04, 5:01:00 p.m.,C,12.5
2021-07-04, 6:01:00 p.m.,C,12.5
2021-07-04, 7:01:00 p.m.,C,12.5
2021-07-04, 8:01:00 p.m.,C,12.5
2021-07-04, 9:01:00 p.m.,C,12.5
2021-07-04, 10:01:00 p.m.,C,12.5
2021-07-04, 11:01:00 p.m.,C,12.5
2021-07-05, 12:01:00 a.m.,C,12
2021-07-05, 1:01:00 a.m.,C,12
2021-07-05, 2:01:00 a.m.,C,12
2021-07-05, 3:01:00 a.m.,C,12
2021-07-05, 4:01:00 a.m.,C,12
2021-07-05, 5:01:00 a.m.,C,12
2021-07-05, 6:01:00 a.m.,C,12
2021-07-05, 7:01:00 a.m.,C,12
2021-07-05, 8:01:00 a.m.,C,12.5
2021-07-05, 9:01:00 a.m.,C,13
2021-07-05, 10:01:00 a.m.,C,16.5
2021-07-05, 11:01:00 a.m.,C,18.5
2021-07-05, 12:01:00 p.m.,C,14
2021-07-05, 1:01:00 p.m.,C,12
2021-07-05, 2:01:00 p.m.,C,12
2021-07-05, 3:01:00 p.m.,C,12
2021-07-05, 4:01:00 p.m.,C,12
2021-07-05, 5:01:00 p.m.,C,12.5
2021-07-05, 6:01:00 p.m.,C,13
2021-07-05, 7:01:00 p.m.,C,12.5
2021-07-05, 8:01:00 p.m.,C,12.5
2021-07-05, 9:01:00 p.m.,C,12.5
2021-07-05, 10:01:00 p.m.,C,12.5
2021-07-05, 11:01:00 p.m.,C,12.5
2021-07-06, 12:01:00 a.m.,C,12.5
2021-07-06, 1:01:00 a.m.,C,12
2021-07-06, 2:01:00 a.m.,C,12
2021-07-06, 3:01:00 a.m.,C,12
2021-07-06, 4:01:00 a.m.,C,12
2021-07-06, 5:01:00 a.m.,C,11.5
2021-07-06, 6:01:00 a.m.,C,11.5
2021-07-06, 7:01:00 a.m.,C,11.5
2021-07-06, 8:01:00 a.m.,C,12
2021-07-06, 9:01:00 a.m.,C,13
2021-07-06, 10:01:00 a.m.,C,18
2021-07-06, 11:01:00 a.m.,C,20
2021-07-06, 12:01:00 p.m.,C,24
2021-07-06, 1:01:00 p.m.,C,13.5
2021-07-06, 2:01:00 p.m.,C,12
2021-07-06, 3:01:00 p.m.,C,12.5
2021-07-06, 4:01:00 p.m.,C,12.5
2021-07-06, 5:01:00 p.m.,C,12
2021-07-06, 6:01:00 p.m.,C,12.5
2021-07-06, 7:01:00 p.m.,C,12.5
2021-07-06, 8:01:00 p.m.,C,12.5
2021-07-06, 9:01:00 p.m.,C,12.5
2021-07-06, 10:01:00 p.m.,C,12.5
2021-07-06, 11:01:00 p.m.,C,12.5
2021-07-07, 12:01:00 a.m.,C,12.5
2021-07-07, 1:01:00 a.m.,C,12.5
2021-07-07, 2:01:00 a.m.,C,12.5
2021-07-07, 3:01:00 a.m.,C,12
2021-07-07, 4:01:00 a.m.,C,12.5
2021-07-07, 5:01:00 a.m.,C,12.5
2021-07-07, 6:01:00 a.m.,C,12
2021-07-07, 7:01:00 a.m.,C,12.5
2021-07-07, 8:01:00 a.m.,C,12.5
2021-07-07, 9:01:00 a.m.,C,13.5
2021-07-07, 10:01:00 a.m.,C,16.5
2021-07-07, 11:01:00 a.m.,C,19.5
2021-07-07, 12:01:00 p.m.,C,19
2021-07-07, 1:01:00 p.m.,C,23
