date_time,temperature_C,block,treatment
2021-07-16T01:01:00Z,11.5,11,SI
2021-07-16T02:01:00Z,11.5,11,SI
2021-07-16T03:01:00Z,11.5,11,SI
2021-07-16T04:01:00Z,11.5,11,SI
2021-07-16T05:01:00Z,11.5,11,SI
2021-07-16T06:01:00Z,11.5,11,SI
2021-07-16T07:01:00Z,11.5,11,SI
2021-07-16T08:01:00Z,11.5,11,SI
2021-07-16T09:01:00Z,11.5,11,SI
2021-07-16T10:01:00Z,12,11,SI
2021-07-16T11:01:00Z,15.5,11,SI
2021-07-16T12:01:00Z,17,11,SI
2021-07-16T13:01:00Z,17.5,11,SI
2021-07-16T14:01:00Z,19,11,SI
2021-07-16T15:01:00Z,21,11,SI
2021-07-16T16:01:00Z,19.5,11,SI
2021-07-16T17:01:00Z,18,11,SI
2021-07-16T18:01:00Z,12.5,11,SI
2021-07-16T19:01:00Z,12.5,11,SI
2021-07-16T20:01:00Z,12.5,11,SI
2021-07-16T21:01:00Z,12.5,11,SI
2021-07-16T22:01:00Z,12,11,SI
2021-07-16T23:01:00Z,12,11,SI
2021-07-17T00:01:00Z,12,11,SI
2021-07-17T01:01:00Z,12,11,SI
2021-07-17T02:01:00Z,12,11,SI
2021-07-17T03:01:00Z,12,11,SI
2021-07-17T04:01:00Z,12.5,11,SI
2021-07-17T05:01:00Z,12.5,11,SI
2021-07-17T06:01:00Z,12.5,11,SI
2021-07-17T07:01:00Z,12.5,11,SI
2021-07-17T08:01:00Z,13,11,SI
2021-07-17T09:01:00Z,12,11,SI
2021-07-17T10:01:00Z,13,11,SI
2021-07-17T11:01:00Z,13,11,SI
2021-07-17T12:01:00Z,16,11,SI
2021-07-17T13:01:00Z,17,11,SI
2021-07-17T14:01:00Z,14.5,11,SI
2021-07-17T15:01:00Z,13.5,11,SI
2021-07-17T16:01:00Z,13,11,SI
2021-07-17T17:01:00Z,13,11,SI
2021-07-17T18:01:00Z,13,11,SI
2021-07-17T19:01:00Z,13,11,SI
2021-07-17T20:01:00Z,12.5,11,SI
2021-07-17T21:01:00Z,11.5,11,SI
2021-07-17T22:01:00Z,11.5,11,SI
2021-07-17T23:01:00Z,11.5,11,SI
2021-07-18T00:01:00Z,11.5,11,SI
2021-07-18T01:01:00Z,11.5,11,SI
2021-07-18T02:01:00Z,11.5,11,SI
2021-07-18T03:01:00Z,11.5,11,SI
2021-07-18T04:01:00Z,11.5,11,SI
2021-07-18T05:01:00Z,11.5,11,SI
2021-07-18T06:01:00Z,11.5,11,SI
2021-07-18T07:01:00Z,11.5,11,SI
2021-07-18T08:01:00Z,13,11,SI
2021-07-18T09:01:00Z,15.5,11,SI
2021-07-18T10:01:00Z,16.5,11,SI
2021-07-18T11:01:00Z,12.5,11,SI
2021-07-18T12:01:00Z,12,11,SI
2021-07-18T13:01:00Z,12.5,11,SI
2021-07-18T14:01:00Z,12.5,11,SI
2021-07-18T15:01:00Z,12.5,11,SI
2021-07-18T16:01:00Z,12.5,11,SI
2021-07-18T17:01:00Z,12.5,11,SI
2021-07-18T18:01:00Z,12.5,11,SI
2021-07-18T19:01:00Z,13,11,SI
2021-07-18T20:01:00Z,12.5,11,SI
2021-07-18T21:01:00Z,12,11,SI
2021-07-18T22:01:00Z,11.5,11,SI
2021-07-18T23:01:00Z,11.5,11,SI
2021-07-19T00:01:00Z,11.5,11,SI
2021-07-19T01:01:00Z,12,11,SI
2021-07-19T02:01:00Z,11.5,11,SI
2021-07-19T03:01:00Z,11.5,11,SI
2021-07-19T04:01:00Z,11,11,SI
2021-07-19T05:01:00Z,11,11,SI
2021-07-19T06:01:00Z,11,11,SI
2021-07-19T07:01:00Z,11.5,11,SI
2021-07-19T08:01:00Z,13,11,SI
2021-07-19T09:01:00Z,18.5,11,SI
2021-07-19T10:01:00Z,22,11,SI
2021-07-19T11:01:00Z,22,11,SI
2021-07-19T12:01:00Z,12,11,SI
2021-07-19T13:01:00Z,12,11,SI
2021-07-19T14:01:00Z,12,11,SI
2021-07-19T15:01:00Z,12,11,SI
2021-07-19T16:01:00Z,12.5,11,SI
2021-07-19T17:01:00Z,12.5,11,SI
2021-07-19T18:01:00Z,13,11,SI
2021-07-19T19:01:00Z,12.5,11,SI
2021-07-19T20:01:00Z,12.5,11,SI
2021-07-19T21:01:00Z,12.5,11,SI
2021-07-19T22:01:00Z,12,11,SI
2021-07-19T23:01:00Z,11.5,11,SI
2021-07-20T00:01:00Z,11.5,11,SI
2021-07-20T01:01:00Z,11.5,11,SI
2021-07-20T02:01:00Z,11.5,11,SI
2021-07-20T03:01:00Z,11.5,11,SI
2021-07-20T04:01:00Z,12,11,SI
2021-07-20T05:01:00Z,12.5,11,SI
2021-07-20T06:01:00Z,12.5,11,SI
2021-07-20T07:01:00Z,12.5,11,SI
2021-07-20T08:01:00Z,13.5,11,SI
2021-07-20T09:01:00Z,17,11,SI
2021-07-20T10:01:00Z,19.5,11,SI
2021-07-20T11:01:00Z,19,11,SI
2021-07-20T12:01:00Z,12.5,11,SI
2021-07-20T13:01:00Z,11.5,11,SI
2021-07-20T14:01:00Z,12,11,SI
2021-07-20T15:01:00Z,12,11,SI
2021-07-20T16:01:00Z,12,11,SI
2021-07-20T17:01:00Z,12.5,11,SI
2021-07-20T18:01:00Z,12.5,11,SI
2021-07-20T19:01:00Z,12.5,11,SI
2021-07-20T20:01:00Z,12,11,SI
2021-07-20T21:01:00Z,12,11,SI
2021-07-20T22:01:00Z,12,11,SI
2021-07-20T23:01:00Z,12,11,SI
2021-07-21T00:01:00Z,12,11,SI
2021-07-21T01:01:00Z,12,11,SI
2021-07-21T02:01:00Z,12,11,SI
2021-07-21T03:01:00Z,12,11,SI
2021-07-21T04:01:00Z,12,11,SI
2021-07-21T05:01:00Z,12,11,SI
2021-07-21T06:01:00Z,12,11,SI
2021-07-21T07:01:00Z,12.5,11,SI
2021-07-21T08:01:00Z,13,11,SI
2021-07-21T09:01:00Z,16.5,11,SI
2021-07-21T10:01:00Z,18.5,11,SI
2021-07-21T11:01:00Z,18.5,11,SI
2021-07-21T12:01:00Z,17,11,SI
2021-07-21T13:01:00Z,11.5,11,SI
2021-07-21T14:01:00Z,11.5,11,SI
2021-07-21T15:01:00Z,11.5,11,SI
2021-07-21T16:01:00Z,11.5,11,SI
2021-07-21T17:01:00Z,12,11,SI
2021-07-21T18:01:00Z,12,11,SI
2021-07-21T19:01:00Z,12.5,11,SI
2021-07-21T20:01:00Z,12,11,SI
2021-07-21T21:01:00Z,12,11,SI
2021-07-21T22:01:00Z,11.5,11,SI
2021-07-21T23:01:00Z,11.5,11,SI
2021-07-22T00:01:00Z,11.5,11,SI
2021-07-22T01:01:00Z,11.5,11,SI
2021-07-22T02:01:00Z,11.5,11,SI
2021-07-22T03:01:00Z,11.5,11,SI
2021-07-22T04:01:00Z,11.5,11,SI
2021-07-22T05:01:00Z,11.5,11,SI
2021-07-22T06:01:00Z,11.5,11,SI
2021-07-22T07:01:00Z,11.5,11,SI
2021-07-22T08:01:00Z,12.5,11,SI
2021-07-22T09:01:00Z,16.5,11,SI
2021-07-22T10:01:00Z,20.5,11,SI
2021-07-22T11:01:00Z,21,11,SI
2021-07-22T12:01:00Z,19,11,SI
2021-07-22T13:01:00Z,21,11,SI
2021-07-22T14:01:00Z,12,11,SI
2021-07-22T15:01:00Z,12,11,SI
2021-07-22T16:01:00Z,11.5,11,SI
2021-07-22T17:01:00Z,12,11,SI
2021-07-22T18:01:00Z,12,11,SI
2021-07-22T19:01:00Z,12,11,SI
2021-07-22T20:01:00Z,12,11,SI
2021-07-22T21:01:00Z,12,11,SI
2021-07-22T22:01:00Z,11.5,11,SI
2021-07-22T23:01:00Z,11.5,11,SI
2021-07-23T00:01:00Z,11.5,11,SI
2021-07-23T01:01:00Z,11.5,11,SI
2021-07-23T02:01:00Z,11.5,11,SI
2021-07-23T03:01:00Z,11.5,11,SI
2021-07-23T04:01:00Z,11.5,11,SI
2021-07-23T05:01:00Z,11.5,11,SI
2021-07-23T06:01:00Z,11.5,11,SI
2021-07-23T07:01:00Z,12,11,SI
2021-07-23T08:01:00Z,12.5,11,SI
2021-07-23T09:01:00Z,17,11,SI
2021-07-23T10:01:00Z,19,11,SI
2021-07-23T11:01:00Z,19.5,11,SI
2021-07-23T12:01:00Z,19,11,SI
2021-07-23T13:01:00Z,20.5,11,SI
2021-07-23T14:01:00Z,20,11,SI
2021-07-23T15:01:00Z,12,11,SI
2021-07-23T16:01:00Z,11.5,11,SI
2021-07-23T17:01:00Z,11.5,11,SI
2021-07-23T18:01:00Z,11.5,11,SI
2021-07-23T19:01:00Z,11.5,11,SI
2021-07-23T20:01:00Z,12,11,SI
2021-07-23T21:01:00Z,12,11,SI
2021-07-23T22:01:00Z,11.5,11,SI
2021-07-23T23:01:00Z,11.5,11,SI
2021-07-24T00:01:00Z,11.5,11,SI
2021-07-24T01:01:00Z,11.5,11,SI
2021-07-24T02:01:00Z,11.5,11,SI
2021-07-24T03:01:00Z,11,11,SI
2021-07-24T04:01:00Z,11,11,SI
2021-07-24T05:01:00Z,11,11,SI
2021-07-24T06:01:00Z,11,11,SI
2021-07-24T07:01:00Z,12,11,SI
2021-07-24T08:01:00Z,13,11,SI
2021-07-24T09:01:00Z,18,11,SI
2021-07-24T10:01:00Z,22,11,SI
2021-07-24T11:01:00Z,22.5,11,SI
2021-07-24T12:01:00Z,20.5,11,SI
2021-07-24T13:01:00Z,21.5,11,SI
2021-07-24T14:01:00Z,21,11,SI
2021-07-24T15:01:00Z,12,11,SI
2021-07-24T16:01:00Z,11.5,11,SI
2021-07-24T17:01:00Z,11.5,11,SI
2021-07-24T18:01:00Z,12,11,SI
2021-07-24T19:01:00Z,11.5,11,SI
2021-07-24T20:01:00Z,12,11,SI
2021-07-24T21:01:00Z,12,11,SI
2021-07-24T22:01:00Z,11.5,11,SI
2021-07-24T23:01:00Z,11.5,11,SI
2021-07-25T00:01:00Z,11.5,11,SI
2021-07-25T01:01:00Z,11.5,11,SI
2021-07-25T02:01:00Z,11.5,11,SI
2021-07-25T03:01:00Z,11.5,11,SI
2021-07-25T04:01:00Z,11.5,11,SI
2021-07-25T05:01:00Z,11,11,SI
2021-07-25T06:01:00Z,11,11,SI
2021-07-25T07:01:00Z,11.5,11,SI
2021-07-25T08:01:00Z,12.5,11,SI
2021-07-25T09:01:00Z,17,11,SI
2021-07-25T10:01:00Z,19.5,11,SI
2021-07-25T11:01:00Z,19.5,11,SI
2021-07-25T12:01:00Z,19,11,SI
2021-07-25T13:01:00Z,20,11,SI
2021-07-25T14:01:00Z,20.5,11,SI
2021-07-25T15:01:00Z,17,11,SI
2021-07-25T16:01:00Z,11.5,11,SI
2021-07-25T17:01:00Z,11.5,11,SI
2021-07-25T18:01:00Z,11.5,11,SI
2021-07-25T19:01:00Z,11.5,11,SI
2021-07-25T20:01:00Z,11.5,11,SI
2021-07-25T21:01:00Z,11.5,11,SI
2021-07-25T22:01:00Z,11.5,11,SI
2021-07-25T23:01:00Z,11.5,11,SI
2021-07-26T00:01:00Z,11.5,11,SI
2021-07-26T01:01:00Z,11.5,11,SI
2021-07-26T02:01:00Z,11.5,11,SI
2021-07-26T03:01:00Z,11.5,11,SI
2021-07-26T04:01:00Z,11.5,11,SI
2021-07-26T05:01:00Z,11.5,11,SI
2021-07-26T06:01:00Z,11,11,SI
2021-07-26T07:01:00Z,11,11,SI
2021-07-26T08:01:00Z,11.5,11,SI
2021-07-26T09:01:00Z,17,11,SI
2021-07-26T10:01:00Z,20,11,SI
2021-07-26T11:01:00Z,19,11,SI
2021-07-26T12:01:00Z,19.5,11,SI
2021-07-26T13:01:00Z,22,11,SI
2021-07-26T14:01:00Z,22.5,11,SI
2021-07-26T15:01:00Z,21.5,11,SI
2021-07-26T16:01:00Z,12,11,SI
2021-07-26T17:01:00Z,11.5,11,SI
2021-07-26T18:01:00Z,11.5,11,SI
2021-07-26T19:01:00Z,11.5,11,SI
2021-07-26T20:01:00Z,11.5,11,SI
2021-07-26T21:01:00Z,11.5,11,SI
2021-07-26T22:01:00Z,11.5,11,SI
2021-07-26T23:01:00Z,11.5,11,SI
2021-07-27T00:01:00Z,11.5,11,SI
2021-07-27T01:01:00Z,11.5,11,SI
2021-07-27T02:01:00Z,11.5,11,SI
2021-07-27T03:01:00Z,11.5,11,SI
2021-07-27T04:01:00Z,11.5,11,SI
2021-07-27T05:01:00Z,11,11,SI
2021-07-27T06:01:00Z,11,11,SI
2021-07-27T07:01:00Z,11,11,SI
2021-07-27T08:01:00Z,11,11,SI
2021-07-27T09:01:00Z,17,11,SI
2021-07-27T10:01:00Z,20,11,SI
2021-07-27T11:01:00Z,19.5,11,SI
2021-07-27T12:01:00Z,19,11,SI
2021-07-27T13:01:00Z,21,11,SI
2021-07-27T14:01:00Z,21.5,11,SI
2021-07-27T15:01:00Z,21.5,11,SI
2021-07-27T16:01:00Z,16,11,SI
2021-07-27T17:01:00Z,11.5,11,SI
2021-07-27T18:01:00Z,11.5,11,SI
2021-07-27T19:01:00Z,11.5,11,SI
2021-07-27T20:01:00Z,11.5,11,SI
2021-07-27T21:01:00Z,11.5,11,SI
2021-07-27T22:01:00Z,11.5,11,SI
2021-07-27T23:01:00Z,11.5,11,SI
2021-07-28T00:01:00Z,11.5,11,SI
2021-07-28T01:01:00Z,11.5,11,SI
2021-07-28T02:01:00Z,11.5,11,SI
2021-07-28T03:01:00Z,11.5,11,SI
2021-07-28T04:01:00Z,11.5,11,SI
2021-07-28T05:01:00Z,11.5,11,SI
2021-07-28T06:01:00Z,11.5,11,SI
2021-07-28T07:01:00Z,11,11,SI
2021-07-28T08:01:00Z,11,11,SI
2021-07-28T09:01:00Z,15,11,SI
2021-07-28T10:01:00Z,19,11,SI
2021-07-28T11:01:00Z,18,11,SI
2021-07-28T12:01:00Z,19.5,11,SI
2021-07-28T13:01:00Z,21.5,11,SI
2021-07-28T14:01:00Z,23,11,SI
2021-07-28T15:01:00Z,24,11,SI
2021-07-28T16:01:00Z,22.5,11,SI
2021-07-28T17:01:00Z,12.5,11,SI
2021-07-28T18:01:00Z,12,11,SI
2021-07-28T19:01:00Z,12,11,SI
2021-07-28T20:01:00Z,12,11,SI
2021-07-28T21:01:00Z,11.5,11,SI
2021-07-28T22:01:00Z,12,11,SI
2021-07-28T23:01:00Z,11.5,11,SI
2021-07-29T00:01:00Z,11.5,11,SI
2021-07-29T01:01:00Z,12,11,SI
2021-07-29T02:01:00Z,11.5,11,SI
2021-07-29T03:01:00Z,11.5,11,SI
2021-07-29T04:01:00Z,11.5,11,SI
2021-07-29T05:01:00Z,11.5,11,SI
2021-07-29T06:01:00Z,11.5,11,SI
2021-07-29T07:01:00Z,11.5,11,SI
2021-07-29T08:01:00Z,11.5,11,SI
2021-07-29T09:01:00Z,11.5,11,SI
2021-07-29T10:01:00Z,14.5,11,SI
2021-07-29T11:01:00Z,17.5,11,SI
2021-07-29T12:01:00Z,18.5,11,SI
2021-07-29T13:01:00Z,20,11,SI
2021-07-29T14:01:00Z,22.5,11,SI
2021-07-29T15:01:00Z,23.5,11,SI
2021-07-29T16:01:00Z,15.5,11,SI
2021-07-29T17:01:00Z,13.5,11,SI
2021-07-29T18:01:00Z,13,11,SI
2021-07-29T19:01:00Z,12.5,11,SI
2021-07-29T20:01:00Z,12.5,11,SI
2021-07-29T21:01:00Z,12.5,11,SI
2021-07-29T22:01:00Z,12,11,SI
2021-07-29T23:01:00Z,12,11,SI
2021-07-30T00:01:00Z,12,11,SI
2021-07-30T01:01:00Z,12,11,SI
2021-07-30T02:01:00Z,12,11,SI
2021-07-30T03:01:00Z,12,11,SI
2021-07-30T04:01:00Z,12,11,SI
2021-07-30T05:01:00Z,12,11,SI
2021-07-30T06:01:00Z,12,11,SI
2021-07-30T07:01:00Z,11.5,11,SI
2021-07-30T08:01:00Z,11.5,11,SI
2021-07-30T09:01:00Z,12,11,SI
2021-07-30T10:01:00Z,12.5,11,SI
2021-07-30T11:01:00Z,14.5,11,SI
2021-07-30T12:01:00Z,16,11,SI
2021-07-30T13:01:00Z,17.5,11,SI
2021-07-30T14:01:00Z,19.5,11,SI
2021-07-30T15:01:00Z,16,11,SI
2021-07-30T16:01:00Z,13.5,11,SI
2021-07-30T17:01:00Z,13,11,SI
2021-07-30T18:01:00Z,13,11,SI
2021-07-30T19:01:00Z,13,11,SI
2021-07-30T20:01:00Z,12.5,11,SI
2021-07-30T21:01:00Z,12.5,11,SI
2021-07-30T22:01:00Z,12.5,11,SI
2021-07-30T23:01:00Z,12.5,11,SI
2021-07-31T00:01:00Z,12.5,11,SI
2021-07-31T01:01:00Z,12.5,11,SI
2021-07-31T02:01:00Z,12.5,11,SI
2021-07-31T03:01:00Z,12.5,11,SI
2021-07-31T04:01:00Z,12.5,11,SI
2021-07-31T05:01:00Z,12.5,11,SI
2021-07-31T06:01:00Z,12.5,11,SI
2021-07-31T07:01:00Z,12.5,11,SI
2021-07-31T08:01:00Z,12,11,SI
2021-07-31T09:01:00Z,12,11,SI
2021-07-31T10:01:00Z,12,11,SI
2021-07-31T11:01:00Z,12,11,SI
2021-07-31T12:01:00Z,12,11,SI
2021-07-31T13:01:00Z,12,11,SI
2021-07-31T14:01:00Z,12,11,SI
2021-07-31T15:01:00Z,12.5,11,SI
2021-07-31T16:01:00Z,12.5,11,SI
2021-07-31T17:01:00Z,12.5,11,SI
2021-07-31T18:01:00Z,12.5,11,SI
2021-07-31T19:01:00Z,12.5,11,SI
2021-07-31T20:01:00Z,12.5,11,SI
2021-07-31T21:01:00Z,12,11,SI
2021-07-31T22:01:00Z,12,11,SI
2021-07-31T23:01:00Z,12,11,SI
2021-08-01T00:01:00Z,12,11,SI
2021-08-01T01:01:00Z,12,11,SI
2021-08-01T02:01:00Z,12,11,SI
2021-08-01T03:01:00Z,12.5,11,SI
2021-08-01T04:01:00Z,13,11,SI
2021-08-01T05:01:00Z,12.5,11,SI
2021-08-01T06:01:00Z,12.5,11,SI
2021-08-01T07:01:00Z,13,11,SI
2021-08-01T08:01:00Z,13.5,11,SI
2021-08-01T09:01:00Z,15.5,11,SI
2021-08-01T10:01:00Z,16.5,11,SI
2021-08-01T11:01:00Z,12.5,11,SI
2021-08-01T12:01:00Z,12.5,11,SI
2021-08-01T13:01:00Z,13,11,SI
2021-08-01T14:01:00Z,13,11,SI
2021-08-01T15:01:00Z,13,11,SI
2021-08-01T16:01:00Z,13,11,SI
2021-08-01T17:01:00Z,13.5,11,SI
2021-08-01T18:01:00Z,13.5,11,SI
2021-08-01T19:01:00Z,13.5,11,SI
2021-08-01T20:01:00Z,13,11,SI
2021-08-01T21:01:00Z,13,11,SI
2021-08-01T22:01:00Z,13,11,SI
2021-08-01T23:01:00Z,13,11,SI
2021-08-02T00:01:00Z,13,11,SI
2021-08-02T01:01:00Z,13,11,SI
2021-08-02T02:01:00Z,13,11,SI
2021-08-02T03:01:00Z,13,11,SI
2021-08-02T04:01:00Z,13,11,SI
2021-08-02T05:01:00Z,13,11,SI
2021-08-02T06:01:00Z,12.5,11,SI
2021-08-02T07:01:00Z,13,11,SI
2021-08-02T08:01:00Z,13.5,11,SI
